"Year","Predicted Production"
"1/1/2012",6.61641089889475e-06
"2/1/2012",783.870540382259
"3/1/2012",1547.29151669155
"4/1/2012",540.826322894358
"5/1/2012",75.0312274005158
"6/1/2012",3.96991175480353e-05
"7/1/2012",4.6315789310809e-05
"8/1/2012",5.79361078561857e-05
"9/1/2012",0.000108605686729654
"10/1/2012",0.000113198935638742
"11/1/2012",9.8317346211153e-05
"12/1/2012",8.69053038987954e-05
"1/1/2013",2.18829012866202
"2/1/2013",1028.32063828805
"3/1/2013",1840.85303058452
"4/1/2013",449.984257415125
"5/1/2013",37.938057283967
"6/1/2013",0.0726306658813374
"7/1/2013",0.0726306704145307
"8/1/2013",0.0703868428495986
"9/1/2013",0.0697359460453261
"10/1/2013",0.0703782997750689
"11/1/2013",0.0745502931685086
"12/1/2013",0.0703868604221829
"1/1/2014",21.7159927700235
"2/1/2014",1291.98273656792
"3/1/2014",1900.24170736093
"4/1/2014",263.621462871488
"5/1/2014",6.82287289552108
"6/1/2014",0.120644644690455
"7/1/2014",0.120644647168715
"8/1/2014",0.101473748988584
"9/1/2014",0.0979622455244407
"10/1/2014",0.101761736678928
"11/1/2014",0.109122797259665
"12/1/2014",0.101473757326402
"1/1/2015",32.8529477999953
"2/1/2015",1219.2654933063
"3/1/2015",1636.19404049353
"4/1/2015",296.762733474811
"5/1/2015",3.25856439642786
"6/1/2015",0.139713120886156
"7/1/2015",0.139713122275636
"8/1/2015",0.117723096657609
"9/1/2015",0.117057887458771
"10/1/2015",0.115915648512916
"11/1/2015",0.119010819903627
"12/1/2015",0.117723101340746
"1/1/2016",53.1626242311719
"2/1/2016",989.375325969343
"3/1/2016",1328.02752184309
"4/1/2016",331.973415572046
"5/1/2016",8.68182009770833
"6/1/2016",0.145930865970344
"7/1/2016",0.145930866797636
"8/1/2016",0.177308841461367
"9/1/2016",0.177474524594572
"10/1/2016",0.177260615342558
"11/1/2016",0.168705347143933
"12/1/2016",0.177308845482068
"1/1/2017",92.0780682268353
"2/1/2017",1225.53953735422
"3/1/2017",1531.00646523232
"4/1/2017",399.348657427222
"5/1/2017",13.9823709204623
"6/1/2017",0.206221332095409
"7/1/2017",0.206221332822416
"8/1/2017",0.166096118551036
"9/1/2017",0.155641338351798
"10/1/2017",0.150023613875637
"11/1/2017",0.137878741673352
"12/1/2017",0.154931308326417
"1/1/2018",83.3854800705881
"2/1/2018",943.0798578285
"3/1/2018",1121.54886104932
"4/1/2018",388.574063363092
"5/1/2018",13.3380531919116
"6/1/2018",0.172660869752507
"7/1/2018",0.179452506056048
"8/1/2018",0.208226515704917
"9/1/2018",0.197246510872547
"10/1/2018",0.203299558662826
"11/1/2018",0.206689464607549
"12/1/2018",0.201204628440207
"1/1/2019",126.571843056884
"2/1/2019",928.929053514012
"3/1/2019",1237.63195171349
"4/1/2019",519.004772848959
"5/1/2019",21.9661038563472
"6/1/2019",0.218372295059804
"7/1/2019",0.771236036963503
"8/1/2019",0.27450365524522
"9/1/2019",0.271593897472393
"10/1/2019",0.272329279174531
"11/1/2019",0.270259893498817
"12/1/2019",0.271191787733925
